,text,label
353,"['bu', 'ameeel', 'udah', 'ga', 'bank', 'kangen', 'bu', 'amel', 'cantik', 'ramah', 'ama', 'kangen', 'tenteng', 'hihiii', 'nanya', 'si', 'mba', 'bu', 'amelnya', 'pindah', 'rumah', 'lg', 'hamil', 'sehat', 'yaa', 'bu', 'amel', 'salam', 'annabel']",1
354,"['ambil', 'positif', 'aja', 'mbak', 'oma', 'nan', 'jalan', 'mbak', 'bilang', 'gimana', 'nggak', 'oma', 'langsung', 'cerai', 'udah', 'pilih', 'hidup', 'gimana', 'doa', 'moga', 'langgeng', 'meni', 'ibadah', 'heheu']",1
355,"['alesha', 'arti', 'nama', 'lindung', 'allah', 'aamiin', 'yra', 'ya', 'nak']",1
356,"['moga', 'anak', 'nya', 'bsok', 'pas', 'bangun', 'langsung', 'jd', 'dewasa', 'biar', 'jodoh', 'gede', 'ntar', 'cakep', 'kek', 'kakak', 'fahri']",1
357,"['min', 'mnta', 'doa', 'jg', 'mudah', 'lancar', 'selamat', 'lahir', 'mei', 'aamiin']",1
358,"['waaah', 'hamil', 'cantik', 'cew', 'kali', 'yeee', 'debay', 'nya']",1
359,"['mba', 'acha', 'cantik', 'banget', 'banget', 'banget', 'calon', 'blm', 'kasih', 'momong', 'sm', 'allah', 'smoga', 'ya']",1
360,"['gemulai', 'nya', 'momo', 'bak', 'putri', 'keraton', 'jawa', 'moga', 'nya', 'maut', 'pisah', 'gbu']",1
361,"['asa', 'kaya', 'manggung', 'kk', 'moga', 'lancar', 'cepat', 'momong', 'biar', 'princess', 'momo', 'gak', 'prince']",1
362,"['waaahhh', 'sm', 'dokter', 'sigit', 'ya', 'dokter', 'best', 'banget', 'banget', 'humble', 'orgnya', 'recomend', 'banget', 'program', 'hamil']",1
363,"['ashanti', 'bunda', 'best', 'slalu', 'bain', 'support', 'anak', 'mskipun', 'bkn', 'ank', 'kndung']",1
364,"['smua', 'orng', 'hak', 'laku', 'suka', 'g', 'mrugikan', 'ornglain', 'aurel', 'dandan', 'natural', 'hak', 'aurel', 'pinter', 'banget', 'dandan', 'kliatan', 'cantiiik', 'banget']",1
365,"['untung', 'si', 'aurel', 'dpt', 'sambung', 'kaya', 'ashanti']",1
366,"['salut', 'bunda', 'mskipun', 'sambung', 'tpi', 'sellu', 'jdi', 'org', 'plingbdpan', 'mmbela', 'aurel', 'n', 'azriel', 'dri', 'pra', 'hatters']",1
367,"['keren', 'ya', 'ashanty', 'segitu', 'sayang', 'anak', 'nya', 'anak', 'kandung', 'kandung', 'aja', 'blm', 'orang', 'hati', 'kek', 'bidadari', 'tv', 'tv', 'untung', 'banget', 'aurel', 'azriel', 'tiri']",1
368,"['salut', 'bunda', 'slalu', 'trdpan', 'lindung', 'ank', 'yh', 'mngalahin', 'kandung', 'sndri', 'cma', 'diam', 'ajj', 'bt', 'aurel', 'pa', 'slah', 'pd', 'dya', 'jga', 'manusia', 'cipta', 'allah', 'klau', 'dya', 'lbh', 'sgla', 'yh', 'dri', 'suka', 'nyinyiir', 'mslh', 'pnampilan', 'brarti', 'dh', 'nasib', 'tuuh', 'orang', 'g', 'bsa', 'sprti', 'aurel', 'lbh', 'baek', 'n', 'bgs', 'dri', 'nyinyiiir']",1
369,"['tiri', 'hebat', 'ntr', 'klo', 'dah', 'awat', 'skrg', 'msh', 'muda', 'kasi', 'klo', 'paksa', 'awat', 'cm', 'ya', 'tutup', 'mata', 'tutup', 'kuping', 'skrg', 'mah']",1
370,"['aurel', 'cantik', 'tau', 'liat', 'asli', 'nya', 'org', 'sirik', 'jelek', 'jelek', 'muka', 'tente', 'cantik', 'muda', 'aurel', 'aurel', 'foto', 'nampak', 'putib', 'bilang', 'suntik', 'putih', 'lihat', 'hitam', 'bilang', 'gk', 'ra']",1
371,"['astagfirullah', 'mbak', 'tolong', 'jaga', 'ya', 'allah', 'cipta', 'manusia', 'sempurna', 'mbak', 'ngomongnya', 'kayak', 'gitu', 'aurel', 'cantik', 'wajar', 'manusia', 'mbak', 'ashanti', 'wajar', 'bain', 'anak', 'caper', 'ya', 'mbak', 'sia']",1
372,"['aurel', 'perempuan', 'hebat', 'bgt', 'zaman', 'pipi', 'mimi', 'ny', 'lihat', 'mata', 'ga', 'anak', 'bs', 'strong', 'kyk', 'nyinyir', 'iri', 'krn', 'aurel', 'bs', 'keluarga', 'bahagia', 'kyk', 'skrg', 'blg', 'bunda', 'ash', 'lebay', 'blm', 'anak', 'hati', 'sayang', 'km', 'jg', 'perempuan', 'jd', 'bayangin', 'anak', 'jd', 'korban', 'bully']",1
373,"['ganteng', 'klo', 'ga', 'salah', 'managernya', 'moga', 'lancar', 'yaa']",1
374,"['muka', 'insya', 'allah', 'jodoh', 'dunia', 'akhirat', 'mbk', 'amiiii']",1
375,"['cantik', 'banggeett', 'ya', 'kak', 'depe', 'gk', 'liat', 'loh', 'klo', 'dy', 'nikah', 'msh', 'gadis', 'wajah', 'nya', 'cantik', 'moga', 'lancar', 'h', 'kak', 'depe', 'bahagia', 'dunia', 'akhirat', 'aammiinnn']",1
376,"['dadddd', 'moga', 'dateng', 'yaaa', 'papa', 'moga', 'sehat', 'saksi', 'anak', 'meni', 'aamiin']",1
377,"['moga', 'lancar', 'nikah', 'ayah', 'lekas', 'temu', 'sehat']",1
378,"['moga', 'aja', 'nikah', 'lancar', 'mb', 'jgn', 'larut', 'sedih', 'kl', 'tiri', 'gak', 'kandung', 'sj', 'alas', 'anak', 'kandung', 'larang', 'sj', 'udah', 'istri', 'kl', 'sibapak', 'berrti', 'cerita', 'yaa']",1
379,"['yea', 'polisi', 'pinter', 'hahahaha', 'langsung', 'belok', 'sim', 'nembak', 'gatau', 'rambu', 'surat', 'perintah', 'yaelah', 'lu', 'pikir', 'rumah', 'lu', 'geledah']",1
380,"['nikah', 'baguass', 'deh', 'smoga', 'kelak', 'jd', 'kluarga', 'samawa']",1
381,"['lucu', 'suara', 'kak', 'abbey', 'cantik', 'kayak', 'orang', 'nya', 'haru']",1
382,"['ketemu', 'mba', 'artika', 'sari', 'disesemall', 'jakarta', 'ampunnn', 'ayunee', 'semampai', 'murah', 'senyummm', 'cakep', 'pis']",1
383,"['bener', 'pepatah', 'yess', 'buah', 'jatuh', 'gak', 'pohon', 'nya', 'cantik', 'nya', 'dapet', 'mama', 'nya', 'suara', 'bagus', 'pinter', 'nyanyi', 'darah', 'seni', 'papa', 'nya', 'calon', 'generasi', 'hebat']",1
384,"['bahagia', 'anak', 'cantik', 'bakat', 'syukur', 'bnr', 'titip', 'indah']",1
385,"['moga', 'ikan', 'sehat', 'rezeki', 'berlimpaah']",1
386,"['moga', 'sehat', 'murah', 'rejekinya', 'ya']",1
387,"['pria', 'setia', 'kerja', 'keras', 'tdk', 'malu', 'pilih', 'cari', 'nafkah', 'beda', 'bgt', 'orang', 'kenal', 'mentang', 'ganteng', 'milih', 'nganggur', 'ketimbang', 'jd', 'ojol', 'udh', 'gitu', 'istri', 'diselingkuhin', 'kalo']",1
388,"['doa', 'istri', 'anak', 'bang', 'lelaki', 'tanggung', 'karna', 'kalo', 'laki', 'tanggung', 'otomatis', 'sayang', 'dgn', 'anak', 'istri', 'beda', 'dgn', 'sayang', 'tanggung']",1
389,"['ya', 'allah', 'bahagia', 'gak', 'dgn', 'mewah', 'sederhana', 'aj', 'deh', 'bahagia', 'komunikasi', 'dgn', 'keluarga']",1
390,"['cari', 'rejeki', 'utk', 'keluarga', 'tdk', 'kenan', 'tolong', 'keras']",1
391,"['salut', 'banting', 'tulang', 'hidup', 'keluarga', 'duduk', 'bangku', 'empuk', 'pakai', 'ac', 'rampok', 'milih', 'rakyat', 'jelata']",1
392,"['amin', 'smg', 'lancar', 'n', 'mudah', 'rejeki', 'nya', 'jd', 'inget', 'suami', 'sy', 'jg', 'gojek', 'srg', 'nlp', 'nanyain', 'anak', 'istri', 'nya', 'udah', 'mkn', 'blm', 'pdhl', 'mgkn', 'sempet', 'mkn', 'ngga', 'hujan', 'n', 'panas', 'tp', 'ga', 'penh', 'keluh', 'komunikasi', 'n', 'ttp', 'keep', 'touch', 'sibuk', 'bangga', 'n', 'ttp', 'juang', 'ms', 'gojek', 'krn', 'anak', 'n', 'istri', 'doa']",1
393,"['respect', 'istri', 'n', 'anak', 'nya', 'tunggu', 'sabar', 'rumah', 'insya', 'allah', 'allah', 'swt', 'jaga', 'nya']",1
394,"['laki', 'beneran', 'juang', 'unt', 'anak', 'istri', 'bahagia', 'istri', 'insyaallah', 'dunia', 'rejeki', 'ga', 'sangka', 'akherat', 'surga', 'kelak', 'amiin']",1
395,"['bangga', 'suami', 'istri', 'profesi', 'kau', 'juara', 'sehat', 'gojek', 'moga', 'lacar', 'rejekimu', 'amiiin']",1
396,"['apaoun', 'kerja', 'halal', 'u', 'tuk', 'nafkah', 'keluarga', 'semangat']",1
397,"['gojek', 'mayoritas', 'pegangguran', 'gak', 'kerja', 'trus', 'putus', 'asaa', 'tibatiba', 'lapang', 'kerja', 'gak', 'pake', 'ijasah', 'sungguh', 'lapang', 'kerja', 'bantu']",1
398,"['asli', 'cantik', 'ayu', 'loh', 'mbak', 'krn', 'temu', 'langsung', 'sembak', 'ramah', 'sombong', 'mantan', 'hhe', 'maaf', 'nimbrung', 'kalo', 'makeup', 'natural', 'krn', 'sembak', 'tonjol', 'wa']",1
399,"['suami', 'umur', 'mba', 'tua', 'alhamdulillah', 'suami', 'gak', 'kekanak', 'kana', 'hehe']",1
400,"['undang', 'n', 'shanijkt', 'hitamputih', 'menang', 'ssk', 'jkt', 'mjkt', 'layak', 'undang', 'prestasi']",1
401,"['selamat', 'buka', 'puasa', 'moga', 'amal', 'ibadah', 'ni', 'terima', 'allah', 'hitamputih']",1
402,"['nih', 'trans', 'hitam', 'putih', 'dpt', 'harga', 'norwegia', 'hitamputih']",1
403,"['selamat', 'ya', 'mas', 'adietaufan', 'masuk', 'hitamputih']",1
404,"['asiknya', 'nonton', 'hitam', 'putih', 'trans']",1
405,"['trans', 'acara', 'komplit', 'tarik', 'hitam', 'putih']",1
406,"['hitam', 'putih', 'inspiratif', 'banget']",1
407,"['suka', 'banget', 'acara', 'hitam', 'putih']",1
408,"['keren', 'lu', 'bro', 'hitamputihtrans']",1
409,"['liat', 'hitam', 'putih', 'trans', 'ga', 'sanggu', 'ganteng']",1
410,"['cinta', 'ikat', 'silaturahmi', 'hati', 'lunamaya', 'hitamputihtrans', 'www', 'instagram', 'p', 'btqszjjoa']",1
411,"['terima', 'kasih', 'bantu', 'sekolah', 'adik', 'hitamputihtrans']",1
412,"['moga', 'lancar', 'hitamputihtrans']",1
413,"['trans', 'hitam', 'putih', 'www', 'instagram', 'p', 'btyytxmgvkd']",1
414,"['acara', 'hitam', 'putih', 'bagus', 'lihat']",1
415,"['trans', 'undang', 'da', 'rafly', 'acara', 'hitam', 'putih', 'ya', 'jebol', 'dangdut', 'academi', 'pinter', 'nyanyi', 'lagu', 'india', 'suara', 'keren']",1
416,"['bagus', 'rancang', 'trans', 'hitamputih', 'dakwah', 'hibur', 'terima', 'kasih', 'ustadz', 'wijayanto']",1
417,"['rihanna', 'bintang', 'tamu', 'hitam', 'putih', 'kayak', 'trans', 'kangen', 'tayang', 'trans']",1
418,"['terimakasih', 'tonton', 'hitam', 'putih', 'malam', 'moga', 'inspirasi', 'ajar', 'utk', 'sobat', 'rafatharonhp']",1
419,"['acara', 'hitam', 'putih', 'trans', 'topik', 'bagus', 'nih', 'ttg', 'pribadi', 'ganda']",1
420,"['nonton', 'kisah', 'anastasya', 'wella', 'hitamputihtrans', 'seru', 'bgt', 'ya', 'kisah', 'pribadi', 'beda']",1
421,"['bikin', 'rindu', 'nya', 'hitamputihtrans']",1
422,"['hitamputih', 'wihh', 'hebat', 'kakek', 'nenek', 'trans']",1
423,"['tunggu', 'sekian', 'yukikatou', 'nongol', 'hitam', 'putih', 'trans']",1
424,"['asik', 'hitam', 'putih']",1
425,"['spensa', 'boys', 'poso', 'hitam', 'putih', 'trans', 'asli', 'keren', 'pake', 'kemeja', 'biru', 'putih', 'si', 'gingsul', 'salam']",1
426,"['wahh', 'asik', 'nih', 'vocalgrup', 'hitamputih', 'thanks', 'trans']",1
427,"['slalu', 'nonton', 'hitam', 'putih', 'trans', 'hbs', 'acara', 'nya', 'bagus', 'banget', 'mas', 'dedy']",1
428,"['acara', 'hitam', 'putih', 'trans', 'malam', 'bahas', 'mantab', 'tuju', 'ulas']",1
429,"['lg', 'seru', 'nonton', 'hitam', 'putih', 'nonton', 'spot', 'indahmariana', 'hitamputiht', 'trans']",1
430,"['hpjkt', 'jkthitamputiht', 'trio', 'unyu', 'acara', 'master', 'dedy', 'thanks', 'hitamputih']",1
431,"['usaha', 'jujur', 'kerja', 'jujur', 'hitamputiht']",1
432,"['keren', 'undang', 'acara', 'hitamputih', 'acara', 'presiden', 'news', 'trans']",1
433,"['suka', 'banget', 'episode', 'hitam', 'putih', 'malam', 'hitamputih', 'trans']",1
434,"['kangen', 'jeket', 'bintang', 'tamu', 'hitam', 'putih', 'trans', 'seru', 'aja', 'gitu', 'pas', 'jaman', 'gen', 'undang', 'hitam', 'putih']",1
435,"['terima', 'kasih', 'saksi', 'hitam', 'putih', 'moga', 'inspirasi', 'hibur']",1
436,"['ok', 'hitam', 'putih', 'donk', 'undang']",1
437,"['inspirasi', 'hitamputihtrans', 'focus', 'inspirasi']",1
438,"['seru', 'nih', 'hitam', 'putih', 'trans', 'live']",1
439,"['syukur', 'hidup', 'indonesia', 'hitamputihtrans']",1
440,"['tuju', 'banget', 'deddy', 'corbuzier', 'hitam', 'putih', 'trans', 'hr', 'guru', 'tanda', 'jasa', 'gaji']",1
441,"['selamat', 'siang', 'selamat', 'aktivitas', 'tunggu', 'hitam', 'putih', 'chaenel', 'sayang', 'trans']",1
442,"['stefanlilipaly', 'andik', 'vermansah', 'hitamputiht', 'keren']",1
443,"['nonton', 'trans', 'hitam', 'putih', 'keren', 'abis', 'jesika', 'cantik', 'dedy', 'ganteng', 'hitamputihtrans']",1
444,"['acara', 'hitam', 'putih', 'oke']",1
445,"['yuk', 'tweeps', 'rapat', 'sebentar', 'hitam', 'putih', 'live']",1
446,"['tweeps', 'terima', 'kasih', 'saksi', 'hitam', 'putih', 'besok', 'live', 'trans', 'hpviral']",1
447,"['hitamputihtrans', 'emang', 'keren', 'tamu']",1
448,"['subhanallah', 'ni', 'anak', 'karunia', 'banding', 'trans', 'hitamputih']",1
449,"['kes', 'dengar', 'salah', 'dr', 'orang', 'maju', 'hitam', 'putih', 'moga', 'sukses', 'slalu']",1
500,"['suka', 'banget', 'nonton', 'indonesialawyersclub', 'wawas', 'ajar', 'bicara', 'keren', 'ilc', 'tvonenews']",1
501,"['ngakak', 'mantap', 'dah', 'pokok', 'seru']",1
502,"['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'tvone']",1
503,"['indonesia', 'lawyers', 'club', 'rupa', 'program', 'talkshow', 'tunggu', 'pirsa', 'tvone', 'bahas', 'topik', 'tahuntvone']",1
504,"['kagum', 'buya', 'syafii', 'maarif', 'ilc', 'tvone', 'youtu', 'gpxskltaly']",1
505,"['panglima', 'bangga', 'ilc', 'tvone', 'youtu', 'trtnueaw']",1
506,"['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'langsung', 'lesat', 'tvone']",1
507,"['sejuk', 'kalo', 'ilc', 'kayak', 'gin', 'obrol', 'ilc', 'tvone']",1
508,"['nonton', 'tvone', 'indonesia', 'lawyers', 'club', 'yuk']",1
509,"['ajar', 'debat', 'bidang', 'hukum', 'ilc']",1
510,"['selamat', 'tayang', 'indonesia', 'lawyers', 'club', 'tvone']",1
511,"['bikin', 'adem', 'hati', 'aa', 'gymnastiar', 'ilc']",1
512,"['ikhlas', 'lepas', 'doa', 'ilc']",1
513,"['bang', 'karniilyas', 'cerdas', 'ilc', 'hebat']",1
514,"['ustadz', 'keren', 'banget', 'ilc']",1
515,"['ilc', 'damai', 'senandung']",1
516,"['damai', 'senandung', 'ilc', 'pecah', 'belah', 'umat', 'agama', 'musnah']",1
517,"['moga', 'paham', 'sejati', 'rupa', 'indonesia', 'ilc']",1
518,"['ilc', 'malam', 'adem', 'indonesialawyersclub']",1
519,"['indah', 'ilc', 'malam', 'muka', 'agama', 'rangkul', 'tuju', 'tinggal', 'ahok', 'rusak', 'selaras', 'bangsa', 'ilc']",1
520,"['tuju', 'banget', 'ustad', 'ilc']",1
521,"['top', 'banget', 'utadz', 'zaitun', 'rasmin', 'ilc']",1
522,"['yuk', 'tonton', 'tvone', 'saji', 'berita', 'obyektif', 'tvoneslldihati']",1
523,"['ilc', 'polmart', 'bijaksana']",1
524,"['rakyat', 'dukung', 'kpk', 'usut', 'tuntas', 'ektp', 'karniilyas', 'ilctvone']",1
525,"['acara', 'televisi', 'suka', 'ilctvone']",1
526,"['ga', 'sabar', 'nunggu', 'ilctvone']",1
527,"['semangat', 'sehat', 'karni', 'tonton', 'setia', 'tunggu', 'ilc', 'tayang', 'karniilyas', 'ilctvone']",1
528,"['adem', 'dengerin', 'nasehat', 'aa', 'gym', 'moga', 'sehat', 'slalu', 'lindung', 'islamjagankri', 'generalgatot', 'ilctvone']",1
529,"['ilmu', 'serap', 'ilctvone', 'malam', 'sejuk']",1
530,"['ilctvone', 'bangga', 'panglimatni', 'jendralgatotnurmantyo']",1
531,"['salut', 'komitmen', 'generalgatot', 'wibawa', 'jenderal', 'sungguh', 'ilc', 'ilctvone']",1
532,"['hormat', 'jendral', 'ilctvone', 'keren', 'nextpresiden']",1
533,"['aa', 'gym', 'sejuk', 'mental', 'jiwa', 'ilctvone']",1
534,"['terimakasih', 'buya', 'syafii', 'maarifinstitute', 'bangga', 'dg', 'kejernihaannya', 'ilctvone']",1
535,"['kapolri', 'barakallahu', 'mari', 'buka', 'hati', 'ilctvone', 'jagankri']",1
536,"['milik', 'kasih', 'maaf', 'org', 'maaf', 'keren', 'salut', 'ilctvone']",1
537,"['ilctvone', 'jonru', 'hafidz', 'ary', 'ahmaddhaniprast', 'sampe', 'diketawain', 'krn', 'kalem', 'ujung', 'keringat', 'dingin', 'mata', 'merem', 'asli', 'lucu']",1
538,"['ahmad', 'dhani', 'ngomong', 'seru', 'ilctvone']",1
539,"['dengar', 'hasim', 'muzadi', 'menentramkan', 'keren', 'ilctvone']",1
540,"['salut', 'hormat', 'utk', 'bang', 'jhonson', 'panjaitan', 'lugas', 'masuk', 'akal', 'ilctvone']",1
541,"['kompak', 'bela', 'bnn', 'n', 'polisi', 'ilctvone']",1
542,"['keren', 'kali', 'abang', 'acara', 'botak', 'ilctvone']",1
543,"['jokowi', 'org', 'soleh', 'hendropriyono', 'ilctvone']",1
544,"['top', 'n', 'cerah', 'prof', 'mohmahfudmd', 'ilctvone']",1
545,"['media', 'dukung', 'ahok', 'iklan', 'korporasi', 'ilctvone']",1
546,"['ilc', 'tvonenews', 'keren', 'bikin', 'melek', 'ilctvone']",1
547,"['salut', 'darmawan', 'salihin', 'ilctvone']",1
548,"['semga', 'ilc', 'informasi']",1
549,"['acara', 'debat', 'yag', 'hebat', 'keren', 'ilc']",1
600,"['ih', 'lucu', 'mas', 'kick', 'andy', 'nya', 'senyum', 'aja']",1
601,"['nonton', 'hasan', 'merkids', 'kick', 'andy', 'inspirasi', 'salut', 'hasan']",1
602,"['ubah', 'mimpi', 'tindak', 'kick', 'andy']",1
603,"['kickandy', 'gokil', 'kickandy']",1
604,"['terima', 'kasih', 'tonton', 'acara', 'kickandy', 'eps', 'ubah', 'mimpi', 'tindak', 'moga', 'manfaat']",1
605,"['temu', 'lentera', 'jiwa', 'kickandy', 'mahasiswaum']",1
606,"['agung', 'undang', 'cerita', 'jalan', 'hidup', 'kickandy']",1
607,"['musisi', 'gelora', 'semangat', 'nasionalisme', 'kebhinekaan', 'unjuk', 'gigi', 'kickandy', 'nkri', 'harga', 'mati']",1
608,"['anak', 'imajinasi', 'kickandy']",1
609,"['gila', 'daki', 'gunung', 'kickandy', 'mantap', 'jiwa']",1
610,"['sayang', 'alam', 'niscaya', 'alam', 'sayang', 'kickandy']",1
611,"['mantan', 'narapidana', 'rangkul', 'cari', 'kerja', 'jalan', 'hidup', 'lbh']",1
612,"['agung', 'eevnxx', 'bukti', 'buah', 'karya', 'kagum', 'hasil', 'dgn', 'ajar', 'scr', 'otodidak']",1
613,"['salah', 'tonton', 'tertawa', 'agung', 'hapsah', 'muncul', 'kickandy']",1
614,"['agung', 'undang', 'cerita', 'jalan', 'hidup', 'kickandy']",1
615,"['jatuh', 'bangkit', 'bantu', 'kickandy']",1
616,"['bangga', 'bs', 'sumbang', 'karya', 'nkri', 'ronny', 'kickandy', 'patut', 'acung', 'jempol']",1
617,"['sahabat', 'gimbal', 'alas', 'malam', 'lupa', 'ya', 'nonton', 'kickandy', 'gila', 'daki', 'gunung', 'ala', 'cak', 'tarpin']",1
618,"['orang', 'takut', 'berani', 'berani', 'http', 'ekhs', 'nomor', 'ekhs', 'menulisadalahkesenangansaya', 'htm', 'kickandy']",1
619,"['kickandy', 'suka', 'hindar', 'orang', 'yag', 'suka']",1
620,"['anak', 'th', 'berfikir', 'dewasa', 'membiyayai', 'sekolah', 'bajak', 'sawah', 'kickandy', 'metro', 'tv', 'metrotvtoday']",1
621,"['kangen', 'nonton', 'kickandy', 'ayah', 'ayah', 'langsung', 'bilang', 'syukur']",1
622,"['kickandy', 'kickandyshow', 'siang', 'jg', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'kosti', 'jateng']",1
623,"['ku', 'lucu', 'ya', 'kickandy']",1
624,"['besok', 'pagi', 'uts', 'jd', 'pulang', 'duluan', 'poto', 'bareng', 'gambar', 'kickandy', 'kickandyshow']",1
625,"['bahagia', 'masuk', 'tv', 'kawan', 'kickandy', 'kick', 'andy', 'www', 'instagram', 'p', 'btguakhkxq']",1
626,"['keren', 'kocak', 'nih', 'tamu', 'kickandy', 'lomba', 'design', 'malang']",1
627,"['lucu', 'ni', 'bikin', 'ketawa', 'persis', 'kayak', 'tv', 'kickandy', 'http', 'ift', 'tt', 'orww']",1
628,"['terima', 'kasih', 'kickandy', 'inspirasi', 'buka', 'mata', 'orang', 'setia', 'uji', 'cinta', 'sungguh']",1
629,"['cinta', 'agung', 'tuhan', 'kickandy']",1
630,"['rias', 'orang', 'wanita', 'semangat', 'percaya', 'kickandy']",1
631,"['nonton', 'kickandy', 'inspirasi']",1
632,"['kickandy', 'dukung', 'ahok', 'orang', 'kickandyshow', 'metro', 'tv']",1
633,"['mantap', 'ahok', 'kickandy']",1
634,"['manusia', 'bersih', 'berani', 'kickandy', 'tamuahok']",1
635,"['suka', 'nasehat', 'analta', 'amir', 'ahok', 'nyaring', 'kickand']",1
636,"['nonton', 'kickandy', 'tarik', 'buka', 'pikir', 'inspirasi', 'sukses']",1
637,"['jago', 'hahahaha', 'kickandy']",1
638,"['salut', 'orang', 'kek', 'gitu', 'kickandy']",1
639,"['kickandyshow', 'moga', 'ok', 'umur', 'moga', 'acara', 'malam', 'lancar', 'kickandy']",1
640,"['ajang', 'orang', 'inspirasi', 'kickandy', 'kickandyheroes']",1
641,"['suara', 'penta', 'boys', 'keren', 'banget', 'juara', 'rumania', 'kickandy']",1
642,"['penta', 'boys', 'eks', 'suka', 'suara', 'keren', 'kickandyp']",1
643,"['rupa', 'selip', 'detik', 'kick', 'andy', 'keren']",1
644,"['terimakasih', 'kickandy']",1
645,"['tayang', 'inspiratif', 'motivasi', 'cinta', 'orang', 'disabilitas', 'kickandy']",1
646,"['perjuagan', 'istimewa', 'krn', 'tembus', 'batas', 'sbg', 'syukur', 'allah', 'inspirasi', 'kickandy']",1
647,"['syukur', 'hidup', 'kickandy']",1
648,"['acara', 'inspirasi', 'salut', 'kickandy']",1
649,"['suka', 'tamu', 'undang', 'inspirasi', 'kickandy']",1
700,"['tuju', 'al', 'misbah', 'mata', 'najwa', 'kick', 'andy', 'program', 'favorit']",1
701,"['metro', 'tv', 'mata', 'najwa', 'pancasila', 'http', 'metrotvn', 'ws', 'znajqeb']",1
702,"['selera', 'gue', 'gatau', 'suka', 'banget', 'nonton', 'metro', 'tv', 'kalo', 'ga', 'kick', 'andy', 'mata', 'najwa', 'selera', 'tua']",1
703,"['mantap', 'mata', 'najwa', 'seru', 'nih']",1
704,"['sahabat', 'yuk', 'nonton', 'mata', 'najwa', 'metro', 'tv', 'ketua', 'dpp', 'pkb']",1
705,"['suara', 'mata', 'najwa']",1
706,"['selamat', 'najwashihab', 'keluarga', 'metro', 'tv', 'prestasi', 'dialog', 'keren', 'rugi', 'klo', 'nonton', 'mata', 'najwa']",1
707,"['tv', 'matanajwa', 'moga', 'acara', 'mata', 'najwa', 'metro', 'tv', 'acara', 'favorit', 'jaya', 'kualitas']",1
708,"['menang', 'mata', 'najwa', 'ok', 'rt', 'metro', 'tv', 'dukung', 'mata', 'najwa', 'program', 'tv', 'http', 'tl', 'gd', 'nnocf']",1
709,"['mata', 'najwa', 'metrotv', 'inspiratif']",1
710,"['asa', 'tentram', 'bahagia', 'nonton', 'mata', 'najwa', 'metro', 'tv']",1
711,"['mata', 'najwa', 'keren', 'acara', 'mata', 'tajam', 'silet']",1
712,"['mata', 'najwa', 'malam', 'kayak', 'seru', 'banget']",1
713,"['mata', 'najwa', 'keren', 'mantap']",1
714,"['keren', 'tampil', 'kandang', 'lawan', 'anies', 'baswedan', 'gemilang', 'mata', 'najwa', 'metro', 'tv']",1
715,"['romantis', 'muas', 'pirsa', 'krn', 'mata', 'najwa', 'sukses']",1
716,"['tarik', 'diskusi', 'ahok', 'anis', 'mata', 'najwa', 'http', 'fb', 'kyynadc']",1
717,"['ahok', 'pinter', 'hebat', 'debat', 'acara', 'mata', 'najwa', 'metro', 'tv']",1
718,"['mata', 'najwa', 'metro', 'tv', 'paslon', 'untung', 'ahok', 'cerdas', 'semangat', 'allah']",1
719,"['bukti', 'mata', 'najwa', 'ahok', 'hebat', 'anis', 'insaallah', 'ahok', 'jarot', 'menang']",1
720,"['sip', 'keren', 'debat', 'ala', 'mata', 'najwa', 'keren', 'ala', 'kpud', 'sdh', 'atur', 'utk', 'lbh', 'jaim']",1
721,"['moga', 'jokowi', 'lihat', 'acara', 'mata', 'najwa', 'pelosok']",1
722,"['keren', 'deh', 'mata', 'najwa']",1
723,"['metro', 'tv', 'keren', 'inspiratif', 'dgn', 'mata', 'najwa', 'nya', 'kick', 'andy']",1
724,"['metro', 'tv', 'emang', 'tv', 'keren', 'ya', 'edukatif', 'inspirasi', 'mata', 'najwa', 'kick', 'andy']",1
725,"['pimpin', 'cerdas', 'santun', 'jujur', 'bersih', 'pilih', 'aniessandipemersatu', 'matanajwametrotv']",1
726,"['liat', 'pimpin', 'islami', 'cerdas', 'teladan', 'matanajwametrotv']",1
727,"['rame', 'banget', 'malam', 'matanajwametrotv', 'tunggu', 'topik', 'seru', 'nambah', 'wawas']",1
728,"['kado', 'indah', 'malam', 'najwashihab', 'matanajwametrotv', 'instagram', 'p', 'oowqcwgyj']",1
729,"['tjokro', 'rumah', 'teladan', 'senioritas', 'hidup', 'kerdil', 'matanajwametrotv']",1
730,"['semangat', 'bp', 'bambang', 'woidjojayanto', 'matanajwametrotv', 'savekpk']",1
731,"['ajar', 'gusdur', 'matanajwametrotv']",1
732,"['mata', 'najwa', 'sus', 'bpk', 'dahlan', 'bpk', 'faisal', 'basri', 'inspiratif', 'matanajwametrotv']",1
733,"['metro', 'tv', 'keren', 'malam', 'lg', 'malam', 'minggu', 'rugi', 'klo', 'ga', 'nonton', 'mata', 'najwa', 'matanajwametrotv']",1
734,"['merdeka', 'hak', 'bangsa', 'tanyajokowi', 'matanajwametrotv']",1
